bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
1.0,0,0,2016-04-12 06:05:20,"NO FEE + 1 month free*BRAND NEW BUILDING<br /><br />Apartment: Everything new!  Stunning modern and HUGE jr 1 bedroom with a washer/dryer in unit, walk-in closet, condo finishes, strip wood floors, floor to ceiling windows, and pristine marble bath.<br /><br />Building: New full-time doorman building in the West 60s and Amsterdam, close to Central Park, half a block from the trains at 66th, and more~<br /><br />For an honest broker with integrity, call Justyna to find your dream home today!*rent is net<p><a  website_redacted ",Amsterdam Ave,"['Doorman', 'Fitness Center', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee']",40.776,6861739,-73.9839,6b1ee996b1c87cd54c6cd92acbef9aac,"['https://photos.renthop.com/2/6861739_d10f50a742fe82bb30cee8f311ca8d0f.jpg', 'https://photos.renthop.com/2/6861739_6e5a53d814325d6dd253f4a2e07e7894.jpg', 'https://photos.renthop.com/2/6861739_745fb86fc40e182b3d71466e739c0f80.jpg', 'https://photos.renthop.com/2/6861739_9c1b88cccf285ebc59e95957bb51ea45.jpg', 'https://photos.renthop.com/2/6861739_61c3bc1d8baa1db3562b08feb5f81d40.jpg', 'https://photos.renthop.com/2/6861739_6934ce4895de72eac04434175bd6c9c7.jpg']",3500,170 Amsterdam Ave,low
1.0,1,0,2016-06-18 02:21:04,"Low fee! Situated in a luxury doorman building in prime Midtown West, this spacious one bedroom features: A massive living area, separate black tile kitchen w/granite counters, full appliances, & dishwasher, sunny queen size bedroom, high ceilings, Abundant closets & great natural light throughout.Broadway shows, great dining, shops, Subway lines, Columbus Circle, & Central Park a few steps away!For further information contact me Angel at 620-765-4568.<br /><br />Amenities:*Doorman*Elevator*Laundry<br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",888 Eighth Avenue,"['Doorman', 'Elevator', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors']",40.7635,7179800,-73.9848,c7469ee4e1546cfb4d21c81a8e89c445,"['https://photos.renthop.com/2/7179800_917d993747d1aff209853cad0ebce5b5.jpg', 'https://photos.renthop.com/2/7179800_5de793f2ff13c9ad575000ae86228fe8.jpg', 'https://photos.renthop.com/2/7179800_3320d16a33b83a529ee088d808451935.jpg']",3095,888 Eighth Avenue,low
2.0,3,959cfb70f8eb582d70c3b1cc225e8d9e,2016-05-17 03:54:06,        ,2nd Street,['Cats Allowed'],40.6729,7022620,-73.9822,d9363a45ba9c52f38d43f473c4dd4261,"['https://photos.renthop.com/2/7022620_68f84d700fb415643d96040431f80b69.jpg', 'https://photos.renthop.com/2/7022620_717edbdf018e0225278481ab837769d3.jpg', 'https://photos.renthop.com/2/7022620_b58106204f2781c8dce6fa5147432019.jpg', 'https://photos.renthop.com/2/7022620_e4d26843b248e2ea92e509f643f04d53.jpg', 'https://photos.renthop.com/2/7022620_d409405a922e899b22c3022d13a47572.jpg', 'https://photos.renthop.com/2/7022620_d25d16ca2e19c6e9707e7a7b70b08d20.jpg', 'https://photos.renthop.com/2/7022620_f1f753ca6dc19387cceff6e5bd884d70.jpg', 'https://photos.renthop.com/2/7022620_52a6301451e35606c59eccdeae228372.jpg', 'https://photos.renthop.com/2/7022620_325716df1c95ba405c84c4c929d312b6.jpg', 'https://photos.renthop.com/2/7022620_f700c712a37d34641282274c93fd69fd.jpg', 'https://photos.renthop.com/2/7022620_6d20e4593c1c9e52d3621523946f7fd9.jpg', 'https://photos.renthop.com/2/7022620_b678977fa262475e4258e70948dfc28f.jpg', 'https://photos.renthop.com/2/7022620_016a55a6f2d2d0be9ce94aaa19e2db12.jpg']",3900,390 2nd Street,low
1.0,0,0,2016-04-30 01:25:21,Come and be the first to occupy this lovely Greenwich Village studio. Lovely hardwood throughout. High ceilings. Open kitchen. Elevator building with on-site super and laundry. Minutes to the 14th street subway stations. Photos are of a similar unit to reflect quality and type of renovation. Please contact Jesse to handle all of your real estate needs. ,West 13th Street,"['No Fee', 'Dogs Allowed', 'Cats Allowed']",40.7372,6944479,-73.9981,fb0f7c32dd8e72883397bb11f3591a63,"['https://photos.renthop.com/2/6944479_8269c6b547176f2f20be1d4ad0ea91c4.jpg', 'https://photos.renthop.com/2/6944479_6bc12967e026c302f666c8e11bba9e25.jpg', 'https://photos.renthop.com/2/6944479_efbfb2e4ca2da838fdd4b8e2759ab377.jpg', 'https://photos.renthop.com/2/6944479_f716052eef1de38d9b1f2b9d732d5ae2.jpg', 'https://photos.renthop.com/2/6944479_a4ee086efe05c4a9f04a52eaeb26d3a0.jpg']",2625,117 West 13th Street,low
1.0,2,0,2016-06-08 04:58:44,,East 20th Street,"['Dishwasher', 'Elevator', 'Cats Allowed', 'Dogs Allowed', 'Exclusive']",40.7336,7125845,-73.9784,332f095045d8ec4f442ad943e1a01d2f,[],3034,442 East 20th Street,low
1.5,2,173af0d4185e47253740c0f649f2e074,2016-04-27 01:21:04,"Ocean Hill 2 Bedroom near Bushwick Ave. L train *No Fee*<BR><BR><div><span>Hardwood floors throughout</span></div><div><div>High ceilings<br />Custom kitchen cabinets<br /></div><div>Stainless steel appliances</div><div>Microwave</div><div>Granite kitchen counter tops</div><div>Dishwasher </div><div>Large living/dining area </div></div><BR><BR><CENTER><a href="" website_redacted target=""222498"">Click Here to View Listing Details</a></CENTER><img border=""0"" width=""0"" height=""0"" src="" website_redacted /> ",Macdougal Street,['No Fee'],40.68,6928623,-73.9149,8d019274c99d5a169fc5bce05a6934fd,"['https://photos.renthop.com/2/6928623_650a270de1eada911fa99eb35298a4c5.jpg', 'https://photos.renthop.com/2/6928623_98a39da7ecf5bd8891c0ea703d4ac0d8.jpg', 'https://photos.renthop.com/2/6928623_3e3700fd6e9e461e7790ce1a12cd3046.jpg', 'https://photos.renthop.com/2/6928623_a308c23a90c80a883e9964ec93692398.jpg', 'https://photos.renthop.com/2/6928623_ac154328c8b4ea6689bc586c3260d923.jpg', 'https://photos.renthop.com/2/6928623_9441bef554a13c025be30da2f17d0b73.jpg', 'https://photos.renthop.com/2/6928623_7f1d38d1f474f3705282c138a1f724d8.jpg', 'https://photos.renthop.com/2/6928623_1370f1a798db5eaca0d11d153f4ba0c3.jpg']",2250,165 Macdougal Street,low
1.0,2,0,2016-05-08 01:29:38,"Gut Renovated Two Bedroom, One Bath off Lexington Avenue in the East Harlem, One Block from 6 train, Supermarkets, Gym, Buses. The apartment features New Kitchen with lots of Cabinets, queen-size and Full-size Bedrooms, Tile Bath. Contact me anytime to view it. ",East 101st Street,['Pre-War'],40.7891,6981740,-73.948,e7558b262183758363d47da8a85a4a3c,"['https://photos.renthop.com/2/6981740_fe7ff453c7e6da6017ad534c27ec1778.jpg', 'https://photos.renthop.com/2/6981740_b64a27210bb80a42487a1a7d99b2b586.jpg', 'https://photos.renthop.com/2/6981740_98220369bc0255dd996822bb62ab05b9.jpg', 'https://photos.renthop.com/2/6981740_6f6952f9828d22a09b7a64a2bfc5eda2.jpg', 'https://photos.renthop.com/2/6981740_a337d0895016f99a6c32bc64b14c9bd3.jpg']",2520,169 East 101st Street,low
2.0,2,7f727cabfcaee4a7783a58a3d8945f6a,2016-06-20 19:12:20,"This is a great 2br 2ba in Bushwick!Hardwood floorsLots of lightExposed brickBackyardHeat / hot water includedNO FEEAwesome location close to the Knickerbocker M train and Dekalb L -- quick commute to Manhattan and Williamsburg! Tons of bars, restaurants, cafes, etc all nearby<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",Himrod St.,"['Hardwood Floors', 'No Fee', 'Outdoor Space']",40.699,7186021,-73.9207,9ba3641676cc717a8b65d59dac8545fb,"['https://photos.renthop.com/2/7186021_61e556e48227b68b34ae402352892a13.jpg', 'https://photos.renthop.com/2/7186021_5f21e37cb238fa52542c3f4e3eeecbdb.jpg', 'https://photos.renthop.com/2/7186021_e8d25ddc6716994bd29282f53797a4e8.jpg', 'https://photos.renthop.com/2/7186021_983a991ffab8b9bd9eee239a9a37add7.jpg', 'https://photos.renthop.com/2/7186021_1a34ea448c1e2421b81670f35a0378e1.jpg', 'https://photos.renthop.com/2/7186021_99d6cefdf12413c33c346f2384edf1f9.jpg', 'https://photos.renthop.com/2/7186021_e1b9d269580c96e262c2385c200a5d7f.jpg', 'https://photos.renthop.com/2/7186021_ed52a64f1b867272a40e52b487d891df.jpg', 'https://photos.renthop.com/2/7186021_92afa00c1adb560107f121c3de99edf5.jpg', 'https://photos.renthop.com/2/7186021_b494a27450987f58c5a5bf8e65db14f6.jpg', 'https://photos.renthop.com/2/7186021_b105cf64595556bf3b2b0ad50e86da19.jpg', 'https://photos.renthop.com/2/7186021_d1af66cf64cf5638fed45e3b808af6a1.jpg', 'https://photos.renthop.com/2/7186021_08c4e9d90e6afff5b80d2bcc89a5566b.jpg', 'https://photos.renthop.com/2/7186021_b966b6b2e9a4a5613ff9c690e4cb294b.jpg', 'https://photos.renthop.com/2/7186021_4bbaaea542fac8822df42e0861a66516.jpg']",2400,208 Himrod St.,low
1.0,2,8579a0b0d54db803821a35a4a615e97a,2016-05-21 03:09:02,"Lovely Renovated 2Bed Prewar Apt! Modern Finishes include Stainless Steel, Hardwood FloorsAmple Closets Sunny Unit Dishwasher and Stainless Steel Virtual DoormanOnsite Super<br /><br />Prime WilliamsBurg near L-J-M-G Trains !Cafes,NightLife !<br /><br />Call or Text me ! 559-570-0832 Valentin<br /><br />Exclusive Rental Office ..Hillel Realty<p><a  website_redacted ",145 Borinquen Place,"['Pre-War', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed']",40.7108,7047974,-73.9539,860769c49aadbc9dda267bc9a80d2eda,"['https://photos.renthop.com/2/7047974_20ddbcf8404a709cdd31e430b2583594.jpg', 'https://photos.renthop.com/2/7047974_ae68e8958e078fdb49119e692c997bf3.jpg', 'https://photos.renthop.com/2/7047974_a2b2f71bc0d3ebfa323640da89f38ccf.jpg', 'https://photos.renthop.com/2/7047974_92719ec4d8c4379a6dec8730f499b73e.jpg', 'https://photos.renthop.com/2/7047974_78b78d57a1c66a1d2f4f2e431bdd395b.jpg', 'https://photos.renthop.com/2/7047974_f101061975b8b6626606dad29b260f69.jpg', 'https://photos.renthop.com/2/7047974_445723807b4118cdcb8f2e1facfedbed.jpg', 'https://photos.renthop.com/2/7047974_52995dd9633083ae90f72ecb7d79bac4.jpg']",2750,145 Borinquen Place,low
1.0,2,0,2016-05-03 01:18:53,"AMAZING and ENORMOUS, GIGANTIC DUPLEX 2 bedroom apartment with 1.5 BATHROOMS, Washer/Dryer, EXTRA SPACE IN BASEMENT, spacious living room, 1 full and 1 king size bedroom with extended window. This Extra Space inspires to use the apartment in so many ways, whatever is needed - storage, billiard room, fitness room, playroom, office room, record room! Atlantic Ocean at your doorway!!! PET FRIENDLY BUILDING. Beach, Boardwalk for relax or exercizing LITERALLY right there. COMMUTE TO THE CITY - 40 min! All the conveniences within a short reach. Contact Liena ANYTIME, DAY or NIGHT, 7 days /week for the appointment and regarding a deal. ",Brightwater Avenue,"['Multi-Level', 'Laundry in Building', 'No Fee']",40.5757,6954847,-73.955,3f0c30deeda8b7e86188942945e46f2e,"['https://photos.renthop.com/2/6954847_59d05064c95d018429584869b74f8fd5.jpg', 'https://photos.renthop.com/2/6954847_368f8504e212fefee4a01da0823c48f5.jpg', 'https://photos.renthop.com/2/6954847_8ba8abaeb2502804fe89789d44a5bf51.jpg', 'https://photos.renthop.com/2/6954847_a327a9c591f6372a00499446bee3fc7c.jpg', 'https://photos.renthop.com/2/6954847_95f7a74ace5ef6be3817fed40bd83890.jpg', 'https://photos.renthop.com/2/6954847_ef65f5bdfc4951c91efa39a8d7b3a1c4.jpg', 'https://photos.renthop.com/2/6954847_f44d60a887345f925fb2e8b1898db322.jpg', 'https://photos.renthop.com/2/6954847_94f391737d7cdcf88edf0400f82ba1a1.jpg', 'https://photos.renthop.com/2/6954847_027b6baeb3ab7b518a730b938070e4da.jpg', 'https://photos.renthop.com/2/6954847_83bbf12d0b817686b90753a10986200b.jpg', 'https://photos.renthop.com/2/6954847_8758ab640c8d6bf2e163885846a4547e.jpg']",2600,1511-1521 Brightwater Avenue,low
2.0,2,fbf0421701548a9c3aa177c1411647ef,2016-04-07 06:31:29,"If you want sunny ,this is it !! Huge and sunny 2 bedroom 2 bath formal dining room with big eat in kitchen ,washer and dryer hook up Beautiful hard wood parquet floors<br /><br />24 Hours doorman ,steps from the subway and cross town buss , minutes from central park Call  Lia  923-936-2939<br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",W 86th St.,"['Doorman', 'Elevator', 'Pre-War', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed']",40.787,6840320,-73.9741,964dc31a872efa33fee9af11f62e843c,"['https://photos.renthop.com/2/6840320_54ff2beb5761eace9c465020f5d9cabe.jpg', 'https://photos.renthop.com/2/6840320_567dd4d732ba221757a288746b3efee9.jpg', 'https://photos.renthop.com/2/6840320_6775965242d4ced947e7a71bc42abe36.jpg', 'https://photos.renthop.com/2/6840320_df9d138efa25c3fc7460adc5c9bf2e75.jpg']",7500,144 W 86th St.,low
1.0,1,a6200d7448037cfee809b2451219f879,2016-05-11 02:33:46,"Full sized one bedroom ~ WASHER/DRYER Granite Pass thru Kitchen & Marble Bath. Excellent Closets. Beautiful Complimentary Libery Plaza Pool & Gym. Nine foot Ceilings !Shares: Case By Case. Walls Allowed: Case By Case. Income Required: 45x Rent. Guarantors Allowed:: New York State, Income Required: 90x Rent. Corporate Guarantors Allowed:. Corporate Leases: Allowed.<br /><br />Transit Info:A,C,J,Z,2,3,4,5<br /><br />DERRICK OMANE917 399 kagglemanager@renthop.com<br /><br /><p><a  website_redacted ",Liberty Street,"['Swimming Pool', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building', 'Wheelchair Access']",40.7074,6993466,-74.0081,2c3b41f588fbb5234d8a1e885a436cfa,"['https://photos.renthop.com/2/6993466_69e32927aeb97f5ede75306901f5fcff.jpg', 'https://photos.renthop.com/2/6993466_8356af0a57295dffd7e0837b300b4de8.jpg', 'https://photos.renthop.com/2/6993466_952e4f097a16711130e5ef3b5e3200ae.jpg', 'https://photos.renthop.com/2/6993466_245996d77d98553d97a0c2c80e60eab1.jpg', 'https://photos.renthop.com/2/6993466_d186bd2c2129983c0cd84a7838bf2bb9.jpg', 'https://photos.renthop.com/2/6993466_6355d90e4ccd7cdff50a9d4a61c74d3c.jpg', 'https://photos.renthop.com/2/6993466_8b962f6215731959f28885c6c0f26d28.jpg', 'https://photos.renthop.com/2/6993466_f46c8f5b38845136aca924f3e6a960e9.jpg', 'https://photos.renthop.com/2/6993466_ebf8a9dbdd732f97799d91aa4aecedf4.jpg', 'https://photos.renthop.com/2/6993466_732a7a0d6e038935bec843c36caf008d.jpg']",3793,10 Liberty Street,low
1.0,1,4ff0177c02abd3c2f8e1eefc892e46c6,2016-04-23 16:56:15,"*PERFECT FOR SHARE!!!!*TRUE 1 BED *ELEVATOR/LAUNDRY BUILDING*RENOVATED BATH & KITCHEN WITH SS APPLIANCES*LARGE WINDOWS *PETS OKI have access to most of the available listings in Manhattan.Please feel free to call or txt at anytime. Mariana Pasin  ",E 29th *1 BED*PRIME GRAMERCY*,"['Cats Allowed', 'Dogs Allowed', 'Elevator', 'Laundry In Building']",40.7432,6917056,-73.9812,624c1fbd75e5f99e6a7164cce1b1b8a4,"['https://photos.renthop.com/2/6917056_18b88989d3c75a305f1df43937ce730c.jpg', 'https://photos.renthop.com/2/6917056_5fcc3e6089ede386b344b0414a8f2dd0.jpg', 'https://photos.renthop.com/2/6917056_b5360bbe5590177bef631a122a68c15c.jpg', 'https://photos.renthop.com/2/6917056_34595880eebcaba218d5353f8071a998.jpg']",2950,137 East 29th,low
1.0,1,bbe9ff504bf6097b71b9d18e83d931d3,2016-04-20 05:23:52,"Beautifully Renovated spacious one bedroom apartment in the heart of Woodhaven.Located just one block from the J train and walking distance to Forest Park.CONVENIENT LOCATION!Elevator & Laundry in the Building The apartment features a king size bedroom with tons of room to be comfortable throughout.Close to stores, shops, restaurants, and so much more to offer! Feels like home...<br /><br />Contact Information:Giselle EstrellaLicensed Real Estate AgentCall/Text 359-620-0048Email: kagglemanager@renthop.com NOW FOR A PRIVATE VIEWING! THIS UNIT WILL NOT LAST! A TRUE MUST SEE!<br /><br /><br /><br /><p><a  website_redacted ",Forest Pkwy,"['Elevator', 'Pre-War', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed']",40.6935,6900850,-73.8618,e8088b12da6c32b97ac8a19a047d76b0,"['https://photos.renthop.com/2/6900850_a341aa5a0f62a6795ee13b4427f305e4.jpg', 'https://photos.renthop.com/2/6900850_39ba014d2531f3a5bb1c3c8e911e63d6.jpg', 'https://photos.renthop.com/2/6900850_4204ad047f9ec25e8dba5d5631d27eda.jpg', 'https://photos.renthop.com/2/6900850_8e460a336a751eae5b624ee19ca1b8b9.jpg', 'https://photos.renthop.com/2/6900850_b75c3ba20b7472294fb7ea959dde618e.jpg', 'https://photos.renthop.com/2/6900850_ea9dfa71d9afcc1385aa27d34c54ad86.jpg', 'https://photos.renthop.com/2/6900850_2db507f4bd4b86f9223792d856e7bc79.jpg', 'https://photos.renthop.com/2/6900850_dbe781b2147689775f654a90feca6300.jpg', 'https://photos.renthop.com/2/6900850_718afa8ce1dc5a3c0cf8986f65ec2a9c.jpg', 'https://photos.renthop.com/2/6900850_a4ccd08eb83e0415b996f92b3bc9951e.jpg', 'https://photos.renthop.com/2/6900850_bd6087da06b296634ceaba168099e46b.jpg']",1700,86-02 Forest Pkwy,low
1.0,0,cfe5a9dbfd0f33dd574c45a8cca05c8f,2016-05-27 02:20:20,Big studio fits a bed a couch and other furnitureStainless Steel KitchenBest residential neighborhood in ManhattanModern renovations High ceilings Hardwood floorsInstalling a balcony!<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,E 75 Street,"['Elevator', 'Loft']",40.7693,7073673,-73.9546,a5bd6bc8ee3438115452b14005105a82,"['https://photos.renthop.com/2/7073673_c4e4dd2e089697edd3a8ca852b499f46.jpg', 'https://photos.renthop.com/2/7073673_6405194346085234f6b86c315ccf076d.jpg', 'https://photos.renthop.com/2/7073673_d31d07be73974ee03c1a7632af2502eb.jpg', 'https://photos.renthop.com/2/7073673_49f6000cad434a516ecbe48748973db0.jpg']",1950,410 E 75 Street,low
1.0,1,0,2016-04-28 01:12:48,"Clinton one bedroom on Tenth Avenue. Renovated- exposed brick, dishwasher, washer/dryer in unit. Private deck. Pet friendly. Call/message Alexandra now for an appointment to view this warm weather deal. ",Tenth Avenue,"['Pre-War', 'Dogs Allowed', 'Cats Allowed']",40.7633,6934333,-73.9932,69c2963a454341aa5195d5c7b92f8588,"['https://photos.renthop.com/2/6934333_66e7070e765d6d275cfe7e1d1e28e0db.jpg', 'https://photos.renthop.com/2/6934333_63d99ca02da112eb97eda3c2006c4ed6.jpg', 'https://photos.renthop.com/2/6934333_3cd41b093e309a19b8df742c99a260f5.jpg']",2995,697 Tenth Avenue,low
1.0,0,bb8658a3e432fb62a440615333376345,2016-04-20 05:32:11,"Enter your new home in one of Downtown Manhattan's more prestigious Luxury Buildings. This fantastically-priced cozy studio is a perfect abode for any individual looking to escape the hustle and bustle of this fast paced city. Enjoy the showers of natural light that bounce off the hardwood floors, setting the appropriate ambiance. Proceed forward through the foyer and enter the newly renovated bathroom, boasting a marble-tile bath and beautifully curated floating vanity. Adjacent is the fully-equipped gourmet kitchen, including granite counter tops, custom cabinetry, stainless steel appliances (including a dishwasher, refrigerator, stove, and microwave w/ventilation system).<br /><br />Luxury living in Downtown Manhattan is no longer just a dream, but a vivid reality. Residents enjoy endless amenities including 24 Hour Lifestyle Concierge & Doorman, State of the Art Fitness & Health Centers, Valet Services including an On-Site Parking Garage, Laundry & Dry-Cleaning, Serene Lounges, and Rooftop Decks with breathtaking views of Battery Park, Downtown New York City & New Jersey. The building is Pet-Friendly and Wheelchair accessible.<br /><br /><br /><br />For a private showing of this unit and other NO FEE apartments, reach out to John Vakalopoulos at (501-606-3449 or via email at kagglemanager@renthop.com<p><a  website_redacted ",Washington,"['Doorman', 'Elevator', 'Fitness Center', 'Loft', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",40.708,6900997,-74.0149,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6900997_0fb274cbc0683531a3962da25612c7a3.jpg', 'https://photos.renthop.com/2/6900997_f0101eb2004d59dd47ad24b73f08f6f3.jpg', 'https://photos.renthop.com/2/6900997_e72927a980ff5f91cfb493dc890db25c.jpg', 'https://photos.renthop.com/2/6900997_34a2c8a072004f859f6d8e892df6049b.jpg']",2492,90 Washington,low
1.0,3,6df9a4720097cc319ad30a5f74d6ff84,2016-05-21 04:58:43,,East 2nd Street,"['Cats Allowed', 'Dogs Allowed', 'Exclusive']",40.722,7049253,-73.9837,d1762ef0af965cfb5946ba0e209cc1c5,[],5250,201 East 2nd Street,low
1.0,1,66b5f94e535514569519af7395ce8d2c,2016-05-10 05:39:17,"Cobble Hill dream rental.  This is a tastefully renovated and extremely bright oversized 1 bedroom in a converted schoolhouse landmark building.  This spacious home is newly renovated, bright, has 12 foot plus ceilings, a modern spacious kitchen, attractive marble tiled bathroom, built in custom book shelves, double insulated city windows, walk-in closet, central a/c, ample storage and enormous oversized windows facing West.  For extra credit - building amenities include: elevator, common laundry room, private storage space, and bike storage throughout the building and conveniently located in the private gated parking lot.  A new common roof deck being installed soon that will have sweeping harbor and Manhattan skyline views<br /><br />The Cobble Hill School Condo is perfectly situated in Cobble Hill on the border of  lovely and historic Carroll Gardens and neighboring Columbia Waterfront District..  This location is just a few blocks away from Columbia Street with multiple community gardens, cafes, boutiques and restaurants. Enjoy Brooklyn Bridge Park, Brooklyn Waterfront Greenway, Cobble Hill Park and Lower Van Voorhees Park.  You will also enjoy closely located Brooklyn Heights, Red Hook and the shopping and dining scenes on Henry, Court, Atlantic and Smith Streets. There is convenient access to multiple subways:  F/G on Bergen and Carroll Streets and all express trains at Borough Hall Station.<br /><br />This designer apartment and The Cobble Hill School Condominium passes all tests with high honors!  Contact Julie Cohen, resident broker, for more information and to set up a showing.<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",44 Cheever Place,"['Roof Deck', 'Elevator', 'Loft', 'Pre-War', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors']",40.6861,6991122,-73.9995,70b41ee1fa635c1c09f93821ba235b1a,"['https://photos.renthop.com/2/6991122_05816eb47609a82e8995656316c75fe4.jpg', 'https://photos.renthop.com/2/6991122_14ed6730d5b52dcb5b13cf088fdb4965.jpg', 'https://photos.renthop.com/2/6991122_4dd2567ebc9d87c70848b6f2a16770f8.jpg', 'https://photos.renthop.com/2/6991122_29b7f0cf689e96ef6633c4f63d905810.jpg', 'https://photos.renthop.com/2/6991122_bea7e4266e9308fe2519ac4390123712.jpg', 'https://photos.renthop.com/2/6991122_fe356f14522aa4d5a89d5b01d9139bb4.jpg', 'https://photos.renthop.com/2/6991122_783b503020e4562a7355cca2fcfcf247.jpg', 'https://photos.renthop.com/2/6991122_afa4b03b9d1c93b388efb78deb7de9d6.jpg', 'https://photos.renthop.com/2/6991122_cc6485da1ef90f95f47a7a574ca0cdc6.jpg', 'https://photos.renthop.com/2/6991122_beee0867d250693bfbadf32ec2bfc7da.jpg', 'https://photos.renthop.com/2/6991122_d70124396aef3e451a7764d9ccf8ab4b.jpg', 'https://photos.renthop.com/2/6991122_a208402182c89db525e7e362cd9af441.jpg', 'https://photos.renthop.com/2/6991122_57d9d7c1147ff1ff5447c420fe27fdf8.jpg', 'https://photos.renthop.com/2/6991122_933257792adfc77878562b0df2be6072.jpg', 'https://photos.renthop.com/2/6991122_dbb3450ff9de5e664cdc9ad732210273.jpg']",3150,44 Cheever Place,low
1.0,1,0,2016-04-06 01:29:35,This is a Inwood great one bedroom apartment that is ready to move in. For Inquiries on this unit or any other unit on Citi Habitats contact me at 445-589-0119 or kagglemanager@renthop.com ,Sherman Avenue,['Pre-War'],40.8645,6828115,-73.9246,9153d5678d7731f9ae283aba33932c1e,"['https://photos.renthop.com/2/6828115_7b50f982e814f246e3288e463ef6b810.jpg', 'https://photos.renthop.com/2/6828115_3f5fcbbb00ba7c452075b7e1158426da.jpg', 'https://photos.renthop.com/2/6828115_dfcb1440c001a80312f6ace656ad92a2.jpg', 'https://photos.renthop.com/2/6828115_1602e08adbaf4cd42d458c3862093807.jpg']",1325,124 Sherman Avenue,low
1.0,0,712f102f6971bc7c2cff5757796338ee,2016-05-12 06:05:10,"Building amenities include: housekeeping, fitness center, 2000SF terrace, resident's lounge, landscaped garden.All apartments feature Kohler bathroom fixtures.<br /><br />Call or Email Dustin to schedule an appointment  (Call/Text) (781-599-6272 (Email) kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ",West 54th Street,"['Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed']",40.7674,7002569,-73.9903,f5e273ff51c5b1e2930d169248eb8960,"['https://photos.renthop.com/2/7002569_7d9dfdd27b78632e1bd35b7814a7d312.jpg', 'https://photos.renthop.com/2/7002569_c1051043b5bab01deb9ebc6e94661750.jpg', 'https://photos.renthop.com/2/7002569_70dc557da07b184678cbb5ff8d16273d.jpg']",2900,505 West 54th Street,low
1.0,1,125596dd6268ef07e38a8679c6797645,2016-05-19 05:19:22,"        This is a wonderful 1 bedroom unit with exposed brick & hardwood floors. Available for June 1st move-in. <br /><br />Located on amazing Nolita block, steps from great shopping, restaurant and nightlife including Balthazar, Vince and Cafe Habana. Conveniently located near the 6, R, F, B, D, and M trains.<br /><br />Please call Ryan Headington at 229-458-2687 for more information.",Elizabeth Street,"['Cats Allowed', 'Dogs Allowed']",40.7231,7038531,-73.9938,fc81b75568d3655a922523cb0d77ea5b,"['https://photos.renthop.com/2/7038531_d0be8c293db06a2101348aba96ed92a0.jpg', 'https://photos.renthop.com/2/7038531_f35602bf5c9727920c21e142d2dc1aed.jpg']",3495,232 Elizabeth Street,low
